,apparentTemperature,cloudCover,created_at,dewPoint,humidity,icon,location,num_tweets,precipIntensity,precipProbability,precipType,precipTypeNone,precipTypeRain,precipTypeSnow,pressure,sentiment_average,sentiment_percent_positive,temperature,time,timeHour,visibility,windBearing,windSpeed
1193,46.96,0.01,{u'$date': 1511845201000},32.26,0.56,clear-day,Manhattan,67.0,0.0,0.0,NoPrecip,True,False,False,1029.9,0.105952813943,0.629850746269,46.96,1511888400,2017-11-28 00,10.0,128,2.63
1194,34.38,0.03,{u'$date': 1511856008000},24.88,0.68,clear-night,Manhattan,26.0,0.0,0.0,NoPrecip,True,False,False,1027.47,0.201696497946,0.69493006993,34.38,1511856000,2017-11-28 03,10.0,42,1.04
1195,34.86,0.02,{u'$date': 1511853120000},24.63,0.66,clear-night,Manhattan,19.0,0.0,0.0,NoPrecip,True,False,False,1026.85,0.287861130098,0.744019138756,34.86,1511852400,2017-11-28 02,10.0,29,0.59
1196,33.71,0.06,{u'$date': 1511863424000},25.07,0.7,clear-night,Manhattan,25.0,0.0,0.0,NoPrecip,True,False,False,1028.48,0.42704229798,0.9,33.71,1511863200,2017-11-28 05,10.0,66,1.21
1197,33.54,0.05,{u'$date': 1511859625000},24.92,0.7,clear-night,Manhattan,28.0,0.0,0.0,NoPrecip,True,False,False,1027.85,0.238556281888,0.758928571429,33.54,1511859600,2017-11-28 04,10.0,47,1.1
1198,32.76,0.01,{u'$date': 1511870993000},25.23,0.73,clear-night,Manhattan,32.0,0.0,0.0,NoPrecip,True,False,False,1029.83,0.310397727273,0.7453125,32.76,1511870400,2017-11-28 07,10.0,87,1.27
1199,33.13,0.03,{u'$date': 1511866846000},25.41,0.73,clear-night,Manhattan,34.0,0.0,0.0,NoPrecip,True,False,False,1029.62,0.264522058824,0.798128342246,33.13,1511866800,2017-11-28 06,10.0,96,0.81
1200,58.47,0.27,{u'$date': 1509120004000},34.64,0.41,partly-cloudy-day,Manhattan,1054.0,0.0,0.0,NoPrecip,True,False,False,1019.29,0.263497985499,0.76951386493,58.47,1509120000,2017-10-27 12,9.4,201,3.62
1201,46.01,0.0,{u'$date': 1509123600000},36.37,0.6,clear-night,Manhattan,1088.0,0.0,0.0,NoPrecip,True,False,False,1013.47,0.259249125967,0.784742647059,49.7,1509080400,2017-10-27 13,10.0,264,9.03
1202,52.36,0.06,{u'$date': 1509112801000},37.07,0.56,clear-day,Manhattan,1018.0,0.0,0.0,NoPrecip,True,False,False,1019.52,0.27053585901,0.770743287492,52.36,1509112800,2017-10-27 10,10.0,269,2.97
1203,55.37,0.06,{u'$date': 1509116407000},37.25,0.5,clear-day,Manhattan,1120.0,0.0,0.0,NoPrecip,True,False,False,1019.4,0.256013044263,0.760267857143,55.37,1509116400,2017-10-27 11,10.0,274,4.14
1204,44.08,0.0,{u'$date': 1509140003000},36.65,0.66,clear-night,Manhattan,1.0,0.0,0.0,NoPrecip,True,False,False,1016.51,1.0,0.125,47.51,1509094800,2017-10-27 17,9.94,272,7.22
1205,46.2,0.0,{u'$date': 1509127201000},36.41,0.61,clear-night,Manhattan,670.0,0.0,0.0,NoPrecip,True,False,False,1014.28,0.242167989996,0.753544776119,49.5,1509084000,2017-10-27 14,10.0,260,7.88
1206,55.24,0.94,{u'$date': 1509030009000},40.88,0.58,cloudy,Manhattan,443.0,0.0,0.0,NoPrecip,True,False,False,1005.27,0.225091298818,0.712995807804,55.24,1509030000,2017-10-26 11,10.0,320,12.85
1207,55.78,0.0,{u'$date': 1509028182000},41.33,0.58,clear-day,Manhattan,592.0,0.0,0.0,NoPrecip,True,False,False,1005.0,0.260969163632,0.737077702703,55.78,1509026400,2017-10-26 10,10.0,333,10.63
1208,56.14,0.17,{u'$date': 1509045568000},39.61,0.54,clear-night,Manhattan,742.0,0.0,0.0,NoPrecip,True,False,False,1004.07,0.240068466142,0.756991239892,56.14,1509001200,2017-10-26 15,10.0,310,8.41
1209,55.17,0.81,{u'$date': 1509051604000},39.9,0.56,partly-cloudy-night,Manhattan,969.0,0.0,0.0,NoPrecip,True,False,False,1004.21,0.204605151269,0.736016511868,55.17,1509008400,2017-10-26 17,10.0,307,7.56
1210,55.43,0.31,{u'$date': 1509048003000},39.74,0.55,partly-cloudy-night,Manhattan,956.0,0.0,0.0,NoPrecip,True,False,False,1004.13,0.237923445408,0.744246861925,55.43,1509004800,2017-10-26 16,10.0,317,8.7
1211,53.34,0.01,{u'$date': 1509058804000},40.57,0.62,clear-night,Manhattan,797.0,0.0,0.0,NoPrecip,True,False,False,1003.97,0.215727214712,0.74052109473,53.34,1509015600,2017-10-26 19,10.0,305,7.24
1212,54.17,0.3,{u'$date': 1509055200000},40.42,0.6,partly-cloudy-night,Manhattan,854.0,0.0,0.0,NoPrecip,True,False,False,1004.64,0.208459742026,0.728922716628,54.17,1509012000,2017-10-26 18,10.0,316,10.35
1213,51.57,0.75,{u'$date': 1509418805000},39.37,0.63,wind,Manhattan,709.0,0.0,0.0,NoPrecip,True,False,False,997.41,0.225034183487,0.725468466653,51.57,1509375600,2017-10-30 23,10.0,277,17.98
1214,50.07,0.5,{u'$date': 1509415205000},40.02,0.68,wind,Manhattan,819.0,0.0,0.0,NoPrecip,True,False,False,995.76,0.174106822696,0.693338760005,50.07,1509372000,2017-10-30 22,10.0,277,19.09
1215,41.6,0.5,{u'$date': 1509411603000},40.49,0.74,wind,Manhattan,811.0,0.0212,0.91,rain,False,True,False,993.45,0.223091374014,0.737053020962,48.31,1509368400,2017-10-30 21,9.92,270,18.89
1216,40.17,1.0,{u'$date': 1509408002000},42.77,0.85,rain,Manhattan,818.0,0.0253,0.91,rain,False,True,False,990.51,0.195332143657,0.715617359413,47.02,1509364800,2017-10-30 20,9.16,283,17.73
1217,42.48,0.06,{u'$date': 1509451201000},37.27,0.68,clear-day,Manhattan,694.0,0.0,0.0,NoPrecip,True,False,False,1015.93,0.312862284893,0.802257444765,47.36,1509451200,2017-10-31 08,10.0,261,10.82
1218,44.31,0.06,{u'$date': 1509454801000},35.35,0.58,clear-day,Manhattan,56.0,0.0,0.0,NoPrecip,True,False,False,1016.79,0.298285873353,0.743303571429,49.36,1509454800,2017-10-31 09,10.0,269,13.1
1219,44.76,0.06,{u'$date': 1509444001000},39.11,0.69,clear-night,Manhattan,196.0,0.0,0.0,NoPrecip,True,False,False,1014.59,0.271208267533,0.720083487941,48.81,1509444000,2017-10-31 06,10.0,247,9.43
1220,45.37,0.06,{u'$date': 1509447602000},37.4,0.65,clear-night,Manhattan,477.0,0.0,0.0,NoPrecip,True,False,False,1015.1,0.359995843959,0.815799504479,48.55,1509447600,2017-10-31 07,10.0,258,7.16
1221,45.6,0.14,{u'$date': 1509436800000},38.3,0.64,clear-night,Manhattan,81.0,0.0,0.0,NoPrecip,True,False,False,1013.54,0.175357159987,0.6875,49.78,1509436800,2017-10-31 04,10.0,235,10.52
1222,45.41,0.02,{u'$date': 1509440403000},38.33,0.65,clear-night,Manhattan,129.0,0.0,0.0,NoPrecip,True,False,False,1013.98,0.284486043269,0.771317829457,49.41,1509440400,2017-10-31 05,10.0,240,9.7
1223,50.85,0.01,{u'$date': 1509429632000},37.65,0.6,clear-night,Manhattan,139.0,0.0,0.0,NoPrecip,True,False,False,1012.29,0.155495882515,0.697584789311,50.85,1509429600,2017-10-31 02,10.0,226,13.27
1224,45.34,0.07,{u'$date': 1509433214000},38.06,0.64,clear-night,Manhattan,126.0,0.0,0.0,NoPrecip,True,False,False,1013.17,0.267565376643,0.738586545729,49.83,1509433200,2017-10-31 03,10.0,236,11.52
1225,53.66,0.06,{u'$date': 1509422410000},30.26,0.41,wind,Manhattan,458.0,0.0,0.0,NoPrecip,True,False,False,1017.61,0.201925109729,0.687336244541,53.66,1509465600,2017-10-31 00,10.0,268,16.73
1226,51.73,0.0,{u'$date': 1509426011000},36.24,0.55,clear-night,Manhattan,267.0,0.0,0.0,NoPrecip,True,False,False,1011.72,0.250488714841,0.723689138577,51.73,1509426000,2017-10-31 01,10.0,222,14.21
1227,36.3,0.0,{u'$date': 1511413204000},20.56,0.46,clear-day,Manhattan,293.0,0.0001,0.02,rain,False,True,False,1018.23,0.22626190035,0.733447098976,39.47,1511456400,2017-11-23 00,10.0,319,4.45
1228,27.02,0.01,{u'$date': 1511416810000},20.86,0.58,clear-night,Manhattan,154.0,0.0,0.0,NoPrecip,True,False,False,1018.68,0.259781292166,0.753246753247,34.02,1511416800,2017-11-23 01,10.0,312,8.49
1229,41.64,0.39,{u'$date': 1511712192000},27.54,0.5,partly-cloudy-day,Manhattan,44.0,0.0,0.0,NoPrecip,True,False,False,1014.8,0.166681419832,0.722077922078,45.11,1511712000,2017-11-26 11,10.0,318,6.36
1230,61.97,0.0,{u'$date': 1509750003000},57.91,0.87,clear-night,Manhattan,791.0,0.0,0.0,NoPrecip,True,False,False,1018.47,0.212595452904,0.749815634218,61.97,1509706800,2017-11-03 19,9.54,184,6.53
1231,61.31,0.0,{u'$date': 1509746408000},58.45,0.91,clear-night,Manhattan,856.0,0.0,0.0,NoPrecip,True,False,False,1018.87,0.222544066766,0.750817757009,61.23,1509703200,2017-11-03 18,9.38,185,5.75
1232,62.36,0.0,{u'$date': 1509735609000},58.06,0.86,clear-night,Manhattan,973.0,0.0,0.0,NoPrecip,True,False,False,1020.27,0.2555315448,0.757772353546,62.36,1509692400,2017-11-03 15,9.46,187,5.55
1233,62.59,0.16,{u'$date': 1509732006000},58.25,0.86,clear-night,Manhattan,991.0,0.0,0.0,NoPrecip,True,False,False,1020.64,0.251876456524,0.782175947161,62.59,1509688800,2017-11-03 14,9.6,197,5.07
1234,61.71,0.11,{u'$date': 1509742800000},58.71,0.9,clear-night,Manhattan,984.0,0.0,0.0,NoPrecip,True,False,False,1018.97,0.257834662495,0.768844367015,61.61,1509699600,2017-11-03 17,9.22,202,5.86
1235,62.23,0.02,{u'$date': 1509739202000},58.62,0.88,clear-night,Manhattan,952.0,0.0,0.0,NoPrecip,True,False,False,1019.51,0.251500967843,0.767351031322,62.17,1509696000,2017-11-03 16,9.16,200,5.45
1236,67.87,0.11,{u'$date': 1509721204000},58.23,0.71,clear-day,Manhattan,1117.0,0.0,0.0,NoPrecip,True,False,False,1017.26,0.253213150503,0.752849895554,67.87,1509721200,2017-11-03 11,10.0,213,9.04
1237,65.51,0.06,{u'$date': 1509717605000},58.46,0.78,clear-day,Manhattan,1060.0,0.0,0.0,NoPrecip,True,False,False,1017.51,0.263081571941,0.754339622642,65.51,1509717600,2017-11-03 10,9.92,218,8.35
1238,62.4,0.01,{u'$date': 1509728400000},58.5,0.87,clear-night,Manhattan,953.0,0.0,0.0,NoPrecip,True,False,False,1021.16,0.223420124888,0.749580272823,62.36,1509685200,2017-11-03 13,9.57,194,6.14
1239,69.85,0.01,{u'$date': 1509724802000},58.22,0.67,clear-day,Manhattan,1035.0,0.0,0.0,NoPrecip,True,False,False,1016.81,0.262954338595,0.758876811594,69.85,1509724800,2017-11-03 12,10.0,223,9.99
1240,27.7,0.0,{u'$date': 1511442027000},20.59,0.62,clear-day,Manhattan,41.0,0.0,0.0,NoPrecip,True,False,False,1019.91,0.326995301447,0.817073170732,31.94,1511442000,2017-11-23 08,10.0,320,4.29
1241,53.73,0.0,{u'$date': 1509858004000},44.41,0.71,clear-night,Manhattan,614.0,0.0,0.0,NoPrecip,True,False,False,1027.21,0.206566306349,0.719004478827,53.73,1509858000,2017-11-05 01,10.0,92,8.69
1242,32.36,0.0,{u'$date': 1510167602000},36.64,0.89,clear-night,Manhattan,989.0,0.0,0.0,NoPrecip,True,False,False,1021.67,0.220875463086,0.75129760701,39.57,1510124400,2017-11-08 14,10.0,22,11.84
1243,33.58,0.0,{u'$date': 1510171201000},36.28,0.86,clear-night,Manhattan,974.0,0.0,0.0,NoPrecip,True,False,False,1021.54,0.222919427066,0.740862422998,40.25,1510128000,2017-11-08 15,10.0,35,10.89
1244,33.12,1.0,{u'$date': 1510174801000},36.1,0.85,cloudy,Manhattan,983.0,0.0,0.0,NoPrecip,True,False,False,1022.1,0.242448966793,0.7498474059,40.37,1510131600,2017-11-08 16,10.0,27,12.51
1245,34.58,0.0,{u'$date': 1510178402000},35.17,0.8,clear-night,Manhattan,995.0,0.0,0.0,NoPrecip,True,False,False,1022.71,0.223233037973,0.760301507538,40.89,1510135200,2017-11-08 17,10.0,45,10.4
1246,36.8,0.94,{u'$date': 1510153200000},34.07,0.71,cloudy,Manhattan,1090.0,0.0,0.0,NoPrecip,True,False,False,1024.98,0.269010106543,0.777189324437,43.0,1510153200,2017-11-08 10,10.0,27,11.47
1247,38.96,0.0,{u'$date': 1510156800000},35.0,0.7,clear-day,Manhattan,1109.0,0.0,0.0,NoPrecip,True,False,False,1024.72,0.25629990895,0.757439134355,44.26,1510156800,2017-11-08 11,10.0,31,9.92
1248,42.62,0.0,{u'$date': 1510160401000},35.87,0.66,clear-day,Manhattan,1151.0,0.0,0.0,NoPrecip,True,False,False,1024.38,0.22781533609,0.727164784246,46.58,1510160400,2017-11-08 12,10.0,32,7.97
1249,33.12,1.0,{u'$date': 1510164002000},37.32,0.92,cloudy,Manhattan,1107.0,0.0,0.0,NoPrecip,True,False,False,1021.57,0.191605351054,0.717570009033,39.55,1510120800,2017-11-08 13,10.0,30,9.91
1250,33.38,0.0,{u'$date': 1510182003000},34.19,0.78,clear-night,Manhattan,372.0,0.0,0.0,NoPrecip,True,False,False,1023.23,0.256571705438,0.753168202765,40.38,1510138800,2017-11-08 18,10.0,13,11.84
1251,41.3,0.46,{u'$date': 1511751698000},29.51,0.54,partly-cloudy-day,Manhattan,46.0,0.0,0.0,NoPrecip,True,False,False,1014.48,0.269753434971,0.703416149068,45.17,1511708400,2017-11-26 22,10.0,317,7.14
1252,63.82,0.0,{u'$date': 1509976808000},60.19,0.89,clear-day,Manhattan,912.0,0.0,0.0,NoPrecip,True,False,False,1013.49,0.263794428101,0.754535486443,63.59,1509976800,2017-11-06 09,6.93,226,8.64
1253,63.17,0.0,{u'$date': 1509973202000},60.29,0.91,clear-day,Manhattan,682.0,0.0002,0.02,rain,False,True,False,1013.2,0.278431851715,0.756304985337,62.89,1509973200,2017-11-06 08,5.29,203,10.5
1254,60.08,1.0,{u'$date': 1509948036000},58.36,0.94,cloudy,Manhattan,201.0,0.0,0.0,NoPrecip,True,False,False,1015.9,0.234231923296,0.679104477612,59.95,1509948000,2017-11-06 01,8.79,189,8.15
1255,64.85,0.0,{u'$date': 1509944404000},58.31,0.79,clear-day,Manhattan,350.0,0.0,0.0,NoPrecip,True,False,False,1012.41,0.196502546296,0.712028571429,64.85,1509987600,2017-11-06 00,9.82,242,8.16
1256,60.93,0.0,{u'$date': 1509955265000},58.93,0.94,clear-night,Manhattan,107.0,0.0,0.0,NoPrecip,True,False,False,1015.02,0.196668512562,0.717757009346,60.75,1509955200,2017-11-06 03,8.45,187,9.28
1257,54.28,0.02,{u'$date': 1511284913000},32.57,0.44,clear-day,Manhattan,83.0,0.0,0.0,NoPrecip,True,False,False,1018.67,0.235540263507,0.784775465498,54.28,1511283600,2017-11-21 12,10.0,222,11.43
1258,61.98,0.0,{u'$date': 1509962424000},59.27,0.91,clear-night,Manhattan,136.0,0.0,0.0,NoPrecip,True,False,False,1014.13,0.223262438924,0.769852941176,61.8,1509962400,2017-11-06 05,9.32,190,10.67
1259,61.12,1.0,{u'$date': 1509958803000},59.07,0.94,cloudy,Manhattan,70.0,0.0,0.0,NoPrecip,True,False,False,1014.35,0.259411113688,0.735714285714,60.92,1509958800,2017-11-06 04,7.82,190,9.51
1260,36.17,0.04,{u'$date': 1511302754000},29.07,0.65,clear-night,Manhattan,158.0,0.0,0.0,NoPrecip,True,False,False,1019.75,0.20248164283,0.71835443038,40.02,1511258400,2017-11-21 17,10.0,227,5.44
1261,37.12,0.08,{u'$date': 1511299160000},28.68,0.62,clear-night,Manhattan,342.0,0.0,0.0,NoPrecip,True,False,False,1020.01,0.230835338237,0.744005847953,40.85,1511254800,2017-11-21 16,10.0,241,5.48
1262,43.71,0.12,{u'$date': 1510066802000},33.67,0.57,clear-day,Manhattan,1002.0,0.0,0.0,NoPrecip,True,False,False,1023.36,0.220232260998,0.725548902196,48.07,1510066800,2017-11-07 10,10.0,33,9.8
1263,64.72,0.68,{u'$date': 1509678000000},58.95,0.82,partly-cloudy-day,Manhattan,644.0,0.0,0.0,NoPrecip,True,False,False,1025.15,0.204605096377,0.739906832298,64.71,1509634800,2017-11-02 23,8.26,190,4.43
1264,63.01,0.31,{u'$date': 1509674406000},58.96,0.87,partly-cloudy-day,Manhattan,783.0,0.0,0.0,NoPrecip,True,False,False,1025.3,0.232442915803,0.742592592593,62.93,1509631200,2017-11-02 22,8.36,185,4.98
1265,61.7,0.31,{u'$date': 1509670802000},59.27,0.92,partly-cloudy-day,Manhattan,873.0,0.0,0.0,NoPrecip,True,False,False,1024.72,0.230193553656,0.743986254296,61.51,1509627600,2017-11-02 21,6.93,193,5.99
1266,59.91,0.13,{u'$date': 1509667201000},57.82,0.93,clear-day,Manhattan,794.0,0.0,0.0,NoPrecip,True,False,False,1024.38,0.19326170104,0.746996221662,59.85,1509624000,2017-11-02 20,6.65,198,6.63
1267,38.97,0.0,{u'$date': 1510088405000},34.1,0.7,clear-night,Manhattan,1141.0,0.0,0.0,NoPrecip,True,False,False,1021.24,0.197062440233,0.736809815951,43.18,1510045200,2017-11-07 16,10.0,7,6.99
1268,44.91,0.0,{u'$date': 1510113600000},33.98,0.56,clear-day,Manhattan,684.0,0.0,0.0,NoPrecip,True,False,False,1023.1,0.252784761273,0.742580409357,48.83,1510070400,2017-11-07 23,10.0,26,9.07
1269,62.79,1.0,{u'$date': 1509278404000},61.14,0.96,cloudy,Manhattan,324.0,0.0085,0.81,rain,False,True,False,1008.4,0.26578841125,0.737654320988,62.35,1509278400,2017-10-29 08,8.06,147,10.2
1270,54.7,0.09,{u'$date': 1511790850000},33.12,0.44,clear-day,Phoenix,1.0,0.0,0.0,NoPrecip,True,False,False,1012.21,1.0,0.266666666667,54.7,1511794800,2017-11-27 08,10.0,50,0.44
1271,62.4,0.11,{u'$date': 1511791513000},33.67,0.34,clear-day,Phoenix,12.0,0.0,0.0,NoPrecip,True,False,False,1012.09,0.0854166666667,0.379861111111,62.4,1511798400,2017-11-27 09,10.0,71,0.41
1272,54.56,0.0,{u'$date': 1511773705000},33.65,0.45,clear-night,Phoenix,10.0,0.0,0.0,NoPrecip,True,False,False,1011.67,0.450833333333,0.92,54.56,1511780400,2017-11-27 04,10.0,19,0.32
1273,53.92,0.0,{u'$date': 1511777275000},32.78,0.44,clear-night,Phoenix,16.0,0.0,0.0,NoPrecip,True,False,False,1011.53,0.225729166667,0.6171875,53.92,1511784000,2017-11-27 05,10.0,50,0.81
1274,53.23,0.02,{u'$date': 1511780785000},32.49,0.45,clear-night,Phoenix,5.0,0.0,0.0,NoPrecip,True,False,False,1011.92,0.43,0.68,53.23,1511787600,2017-11-27 06,10.0,72,0.25
1275,51.88,0.02,{u'$date': 1511784052000},32.78,0.48,clear-night,Phoenix,19.0,0.0,0.0,NoPrecip,True,False,False,1012.36,0.184147869674,0.621052631579,51.88,1511791200,2017-11-27 07,10.0,28,0.26
1276,77.43,0.13,{u'$date': 1511758885000},33.61,0.2,clear-day,Phoenix,38.0,0.0,0.0,NoPrecip,True,False,False,1009.79,0.148505639098,0.594736842105,77.43,1511809200,2017-11-27 00,10.0,171,1.38
1277,58.55,0.0,{u'$date': 1511762505000},35.33,0.42,clear-night,Phoenix,49.0,0.0,0.0,NoPrecip,True,False,False,1011.63,0.347619047619,0.708333333333,58.55,1511769600,2017-11-27 01,10.0,48,0.48
1278,57.03,0.0,{u'$date': 1511766090000},34.56,0.43,clear-night,Phoenix,25.0,0.0,0.0,NoPrecip,True,False,False,1011.26,0.0486666666667,0.593777777778,57.03,1511773200,2017-11-27 02,10.0,53,0.39
1279,55.3,0.0,{u'$date': 1511769659000},33.9,0.44,clear-night,Phoenix,20.0,0.0,0.0,NoPrecip,True,False,False,1011.55,0.00755952380952,0.472916666667,55.3,1511776800,2017-11-27 03,10.0,352,0.21
1280,70.78,0.08,{u'$date': 1509461735000},46.75,0.42,clear-day,Phoenix,20.0,0.0,0.0,NoPrecip,True,False,False,1011.73,0.345520833333,0.7475,70.78,1509469200,2017-10-31 10,10.0,136,7.19
1281,51.82,0.15,{u'$date': 1511910132000},31.76,0.46,clear-night,Phoenix,46.0,0.0,0.0,NoPrecip,True,False,False,1013.37,0.319043188092,0.742663043478,51.82,1511874000,2017-11-28 18,10.0,346,0.45
1282,50.47,0.05,{u'$date': 1511913849000},32.17,0.49,clear-night,Phoenix,38.0,0.0,0.0,NoPrecip,True,False,False,1014.06,0.247701023392,0.639097744361,50.47,1511877600,2017-11-28 19,10.0,49,0.31
1283,70.11,0.13,{u'$date': 1511888511000},33.67,0.26,clear-day,Phoenix,38.0,0.0,0.0,NoPrecip,True,False,False,1015.67,0.313290328093,0.877272727273,70.11,1511895600,2017-11-28 12,10.0,108,0.99
1284,60.8,0.0,{u'$date': 1511892155000},30.06,0.31,clear-night,Phoenix,33.0,0.0,0.0,NoPrecip,True,False,False,1010.78,0.367806473829,0.89696969697,60.8,1511856000,2017-11-28 13,10.0,284,2.63
1285,63.05,0.07,{u'$date': 1511881224000},34.29,0.34,clear-day,Phoenix,36.0,0.0,0.0,NoPrecip,True,False,False,1016.22,0.304909912618,0.718055555556,63.05,1511888400,2017-11-28 10,10.0,84,1.27
1286,66.89,0.08,{u'$date': 1511884811000},33.99,0.29,clear-day,Phoenix,26.0,0.0,0.0,NoPrecip,True,False,False,1016.28,0.263219686297,0.673076923077,66.89,1511892000,2017-11-28 11,10.0,88,1.91
1287,54.7,0.08,{u'$date': 1511902910000},30.77,0.4,clear-night,Phoenix,40.0,0.0,0.0,NoPrecip,True,False,False,1012.08,0.316117424242,0.7875,54.7,1511866800,2017-11-28 16,10.0,272,1.0
1288,53.5,0.04,{u'$date': 1511906543000},31.32,0.43,clear-night,Phoenix,36.0,0.0,0.0,NoPrecip,True,False,False,1012.61,0.229875841751,0.670454545455,53.5,1511870400,2017-11-28 17,10.0,293,0.86
1289,58.42,0.04,{u'$date': 1511895761000},29.95,0.34,clear-night,Phoenix,46.0,0.0,0.0,NoPrecip,True,False,False,1011.21,0.253997584541,0.684782608696,58.42,1511859600,2017-11-28 14,10.0,282,1.15
1290,56.47,0.05,{u'$date': 1511899297000},30.19,0.37,clear-night,Phoenix,43.0,0.0,0.0,NoPrecip,True,False,False,1011.76,0.329896137454,0.828488372093,56.47,1511863200,2017-11-28 15,10.0,296,1.33
1291,56.43,0.02,{u'$date': 1511514019000},36.12,0.46,clear-night,Phoenix,46.0,0.0,0.0,NoPrecip,True,False,False,1011.81,0.158097277119,0.597826086957,56.43,1511521200,2017-11-24 04,10.0,98,1.16
1292,64.62,0.19,{u'$date': 1509472804000},40.96,0.42,clear-night,Phoenix,200.0,0.0,0.0,NoPrecip,True,False,False,1007.62,0.248829792408,0.694,64.62,1509440400,2017-10-31 14,10.0,113,5.07
1293,72.7,0.25,{u'$date': 1509462010000},47.64,0.41,partly-cloudy-day,Phoenix,212.0,0.0,0.0,NoPrecip,True,False,False,1011.71,0.331161876079,0.779245283019,72.7,1509472800,2017-10-31 11,10.0,132,5.36
1294,82.59,0.03,{u'$date': 1511370146000},29.47,0.15,clear-day,Phoenix,21.0,0.0,0.0,NoPrecip,True,False,False,1019.3,0.281534735106,0.740476190476,82.59,1511377200,2017-11-22 12,10.0,116,4.52
1295,65.83,0.08,{u'$date': 1509469200000},38.27,0.36,clear-night,Phoenix,283.0,0.0,0.0,NoPrecip,True,False,False,1007.41,0.311927021006,0.755653710247,65.83,1509436800,2017-10-31 13,10.0,149,2.14
1296,74.77,0.09,{u'$date': 1509465626000},47.77,0.38,clear-day,Phoenix,254.0,0.0,0.0,NoPrecip,True,False,False,1011.23,0.284204611347,0.741094863142,74.77,1509476400,2017-10-31 12,10.0,181,3.91
1297,59.05,0.01,{u'$date': 1511373782000},31.41,0.35,clear-night,Phoenix,23.0,0.0,0.0,NoPrecip,True,False,False,1017.56,0.319932476943,0.819565217391,59.05,1511337600,2017-11-22 13,10.0,53,1.96
1298,61.09,0.02,{u'$date': 1511503212000},36.85,0.4,clear-night,Phoenix,117.0,0.0,0.0,NoPrecip,True,False,False,1012.38,0.186076524417,0.668091168091,61.09,1511510400,2017-11-24 01,10.0,53,2.23
1299,77.39,0.02,{u'$date': 1511499612000},35.12,0.22,clear-day,Phoenix,150.0,0.0,0.0,NoPrecip,True,False,False,1012.69,0.242666305223,0.684666666667,77.39,1511550000,2017-11-24 00,10.0,140,1.74
1300,57.85,0.02,{u'$date': 1511510438000},36.46,0.45,clear-night,Phoenix,67.0,0.0,0.0,NoPrecip,True,False,False,1012.02,0.16901280933,0.621890547264,57.85,1511517600,2017-11-24 03,10.0,94,2.37
1301,50.68,0.05,{u'$date': 1511917366000},33.12,0.51,clear-day,Phoenix,34.0,0.0,0.0,NoPrecip,True,False,False,1015.06,0.251758487972,0.730392156863,50.68,1511881200,2017-11-28 20,10.0,97,0.19
1302,54.97,0.07,{u'$date': 1511388591000},32.42,0.42,clear-night,Phoenix,43.0,0.0,0.0,NoPrecip,True,False,False,1018.05,0.289846161994,0.709302325581,54.97,1511352000,2017-11-22 17,10.0,44,1.27
1303,63.92,0.03,{u'$date': 1511618757000},36.71,0.36,clear-day,Phoenix,69.0,0.0,0.0,NoPrecip,True,False,False,1017.48,0.228769632139,0.757246376812,63.92,1511625600,2017-11-25 09,10.0,25,1.36
1304,71.7,0.03,{u'$date': 1511492401000},35.27,0.26,clear-day,Phoenix,149.0,0.0,0.0,NoPrecip,True,False,False,1018.02,0.210433828538,0.663758389262,71.7,1511456400,2017-11-23 22,10.0,132,2.64
1305,76.01,0.06,{u'$date': 1511496001000},35.39,0.23,clear-day,Phoenix,138.0,0.0,0.0,NoPrecip,True,False,False,1017.62,0.235035141437,0.665942028986,76.01,1511460000,2017-11-23 23,10.0,205,2.42
1306,57.25,0.03,{u'$date': 1511485200000},34.86,0.43,clear-day,Phoenix,149.0,0.0,0.0,NoPrecip,True,False,False,1018.1,0.279490167737,0.698657718121,57.25,1511449200,2017-11-23 20,10.0,70,1.67
1307,66.06,0.03,{u'$date': 1511488800000},35.18,0.32,clear-day,Phoenix,146.0,0.0,0.0,NoPrecip,True,False,False,1018.23,0.219567881598,0.688127853881,66.06,1511452800,2017-11-23 21,10.0,62,2.06
1308,54.12,0.03,{u'$date': 1511391710000},33.02,0.45,clear-night,Phoenix,38.0,0.0,0.0,NoPrecip,True,False,False,1018.46,0.260099870889,0.702631578947,54.12,1511355600,2017-11-22 18,10.0,70,2.59
1309,54.78,0.16,{u'$date': 1511395230000},33.2,0.44,clear-night,Phoenix,52.0,0.0,0.0,NoPrecip,True,False,False,1019.16,0.21970269314,0.663461538462,54.78,1511359200,2017-11-22 19,10.0,23,1.43
1310,63.58,0.01,{u'$date': 1511532000000},36.15,0.36,clear-day,Phoenix,70.0,0.0,0.0,NoPrecip,True,False,False,1013.59,0.284654798996,0.742946428571,63.58,1511539200,2017-11-24 09,10.0,90,1.6
1311,56.03,0.02,{u'$date': 1511528862000},35.9,0.47,clear-day,Phoenix,34.0,0.0,0.0,NoPrecip,True,False,False,1013.31,0.400123206859,0.797794117647,56.03,1511535600,2017-11-24 08,10.0,64,2.13
1312,56.24,0.05,{u'$date': 1511518037000},35.6,0.46,clear-night,Phoenix,23.0,0.0,0.0,NoPrecip,True,False,False,1012.27,0.204373706004,0.61718426501,56.24,1511524800,2017-11-24 05,10.0,48,1.76
